0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.0008,0,0
0.0016123,2.3646e-05,5.3492e-06,2.225e-05,0.015388,5.5272e-06,7.9304e-09,6.5626e-09,7.942e-09,4.8898e-05,6.4113e-05,4.6194e-07,1.0672e-07,4.6596e-07,0.00058441,5.659e-06,4.1529e-08,9.08e-09,4.1547e-08,4.8766e-05,0.00010997,0.12486,0.1,1.4402e-07,0.099993,6.9719e-06,4.4725e-07,0.19694,9.2312e-10,1.8264e-11,1.8943e-07,6.2563e-13,8.7816e-14,6.4545e-09,9.0631e-10,0.00079999,9.6495e-05,0.00076791
0.0053896,0.0001005,6.9091e-05,0.00017839,0.030198,2.0043e-05,3.6363e-08,5.6726e-08,7.1923e-08,9.7528e-05,0.00022627,2.063e-06,1.1998e-06,4.1518e-06,0.0011647,2.1024e-05,1.9667e-07,1.0449e-07,3.9157e-07,9.7282e-05,0.00011129,0.12464,0.099999,8.2444e-07,0.099966,3.1119e-05,2.8881e-06,0.19393,9.3745e-10,3.5571e-11,3.6248e-07,2.4297e-12,2.785e-13,2.4684e-08,2.8297e-09,0.00079997,0.00038084,0.001507
0.010271,0.00020907,0.00027183,0.00051656,0.044357,4.1053e-05,8.122e-08,2.0196e-07,2.3103e-07,0.00014565,0.00045237,4.4977e-06,4.8659e-06,1.3171e-05,0.0017372,4.4014e-05,4.5074e-07,4.3344e-07,1.309e-06,0.00014525,0.0001191,0.12407,0.099998,2.3731e-06,0.099883,0.00010445,1.2075e-05,0.19097,9.5201e-10,5.1962e-11,5.2102e-07,5.1641e-12,6.1219e-13,5.1661e-08,6.1247e-09,0.00079994,0.00084491,0.0022136
0.015635,0.0003339,0.00066063,0.0010185,0.057757,6.6651e-05,1.3836e-07,5.0462e-07,4.9708e-07,0.00019294,0.0007187,7.4957e-06,1.2768e-05,2.8084e-05,0.0022971,7.2875e-05,7.85e-07,1.1629e-06,2.9341e-06,0.00019226,0.0001371,0.12314,0.099995,4.9209e-06,0.099698,0.00026443,3.797e-05,0.18805,9.6679e-10,6.761e-11,6.6732e-07,8.5944e-12,1.1511e-12,8.4663e-08,1.134e-08,0.0007999,0.0014794,0.0028822
0.021109,0.00046619,0.0012448,0.0016489,0.070298,9.535e-05,2.0478e-07,1.0397e-06,8.6675e-07,0.00023908,0.0010082,1.0876e-05,2.6328e-05,4.8663e-05,0.0028396,0.0001061,1.1846e-06,2.4518e-06,5.3343e-06,0.00023791,0.0001656,0.12186,0.099992,8.4579e-06,0.09936,0.00054465,9.5702e-05,0.18518,9.818e-10,8.2663e-11,8.0324e-07,1.251e-11,1.9634e-12,1.2135e-07,1.9047e-08,0.00079985,0.0022737,0.003508
0.026462,0.00060078,0.0020097,0.0023719,0.081906,0.00012598,2.7826e-07,1.8916e-06,1.3298e-06,0.00028381,0.0013086,1.4513e-05,4.6624e-05,7.4347e-05,0.0033609,0.00014236,1.6375e-06,4.4392e-06,8.5337e-06,0.00028188,0.0002033,0.12028,0.099987,1.2882e-05,0.098826,0.00096938,0.00020444,0.18235,9.9704e-10,9.7241e-11,9.3033e-07,1.6729e-11,3.1126e-12,1.598e-07,2.9733e-08,0.0007998,0.0032162,0.0040872
0.03155,0.00073448,0.0029284,0.0031558,0.092535,0.0001576,3.5706e-07,3.1469e-06,1.8736e-06,0.00032693,0.0016105,1.8318e-05,7.4356e-05,0.00010446,0.003858,0.00018053,2.1334e-06,7.2365e-06,1.253e-05,0.00032392,0.00024829,0.11846,0.099982,1.8039e-05,0.098063,0.001551,0.00038572,0.17956,1.0125e-09,1.1145e-10,1.0498e-06,2.1103e-11,4.6502e-12,1.985e-07,4.3742e-08,0.00079974,0.0042944,0.0046174
0.036288,0.00086521,0.0039691,0.0039741,0.10217,0.00018949,4.3981e-07,4.886e-06,2.4856e-06,0.00036832,0.0019076,2.2222e-05,0.00010986,0.00013833,0.004329,0.00021964,2.6631e-06,1.0923e-05,1.7305e-05,0.00036387,0.00029862,0.11647,0.099976,2.375e-05,0.097049,0.0022896,0.00066155,0.17682,1.0282e-09,1.2536e-10,1.1628e-06,2.5514e-11,6.6129e-12,2.3632e-07,6.1253e-08,0.00079968,0.0054957,0.0050979
0.040626,0.00099154,0.0050992,0.0048046,0.11081,0.00022111,5.2539e-07,7.1764e-06,3.1547e-06,0.00040791,0.002195,2.6173e-05,0.00015312,0.00017531,0.0047733,0.0002589,3.2186e-06,1.5546e-05,2.2826e-05,0.00040166,0.0003525,0.11437,0.09997,2.9834e-05,0.095773,0.0031739,0.0010527,0.17411,1.0442e-09,1.3906e-10,1.2701e-06,2.9875e-11,9.0216e-12,2.7249e-07,8.2286e-08,0.00079962,0.0068073,0.005529
