Timepoint,,,,,,,,,,,,,,,,,,,,,
18,82.292,199560,175.84,215.13,21.546,774.14,543.35,388.57,8766.3,5.7313,13346,4884.7,5.7313,98203,92.46,0.90253,0.042569,0.042569,0.043533,0.020722,0.28623
18.167,82.35,199550,177.33,219.57,21.735,782.97,549.77,395.47,8751.2,5.7314,13300,4859.9,5.7314,98179,93.674,0.90211,0.043541,0.043541,0.043199,0.021186,0.29382
18.333,82.4,199540,178.78,224.02,21.916,791.63,556.12,402.41,8736.1,5.7325,13253,4834.7,5.7325,98156,94.878,0.90162,0.044528,0.044528,0.042868,0.021657,0.30156
18.5,82.442,199540,180.19,228.47,22.09,800.11,562.4,409.41,8721.2,5.7346,13206,4809.3,5.7346,98133,96.07,0.90106,0.045531,0.045531,0.042539,0.022136,0.30947
18.667,82.475,199530,181.56,232.93,22.257,808.41,568.62,416.44,8706.3,5.7376,13158,4783.7,5.7376,98111,97.251,0.90042,0.046551,0.046551,0.042212,0.022621,0.31753
18.833,82.5,199520,182.89,237.39,22.416,816.54,574.77,423.52,8691.5,5.7417,13110,4757.8,5.7417,98088,98.42,0.89971,0.047587,0.047587,0.041888,0.023114,0.32575
19,82.517,199510,184.18,241.85,22.569,824.49,580.86,430.64,8676.8,5.7467,13061,4731.5,5.7467,98066,99.579,0.89892,0.048638,0.048638,0.041567,0.023613,0.33413
19.167,82.525,199510,185.43,246.32,22.713,832.26,586.87,437.81,8662.2,5.7527,13011,4705.1,5.7527,98044,100.73,0.89807,0.049705,0.049705,0.041248,0.02412,0.34267
19.333,82.527,199500,186.64,250.78,22.851,839.85,592.8,445.02,8647.7,5.7598,12961,4678.4,5.7598,98022,101.86,0.89716,0.05079,0.05079,0.040932,0.024634,0.35139
19.5,82.522,199490,187.82,255.22,22.981,847.24,598.65,452.27,8633.3,5.7679,12910,4651.6,5.7679,98000,102.97,0.89618,0.051893,0.051893,0.040618,0.025155,0.36029
19.667,82.51,199480,188.95,259.65,23.105,854.45,604.42,459.55,8619.1,5.7771,12860,4624.6,5.7771,97979,104.07,0.89515,0.053012,0.053012,0.040306,0.025683,0.36936
19.833,82.491,199480,190.04,264.08,23.22,861.48,610.1,466.88,8605,5.7874,12808,4597.4,5.7874,97958,105.16,0.89406,0.054149,0.054149,0.039997,0.026218,0.37861
20,82.465,199470,191.1,268.49,23.329,868.31,615.71,474.24,8591,5.7988,12757,4570,5.7988,97937,106.23,0.89291,0.055304,0.055304,0.03969,0.026761,0.38804
20.167,82.432,199460,192.11,272.89,23.431,874.96,621.23,481.64,8577.2,5.8112,12704,4542.5,5.8112,97916,107.29,0.8917,0.056475,0.056475,0.039385,0.02731,0.39765
20.333,82.393,199450,193.09,277.28,23.525,881.42,626.67,489.09,8563.5,5.8248,12652,4514.7,5.8248,97896,108.33,0.89043,0.057665,0.057665,0.039083,0.027867,0.40743
20.5,82.346,199450,194.02,281.66,23.612,887.69,632.03,496.57,8549.9,5.8394,12599,4486.8,5.8394,97876,109.36,0.8891,0.058871,0.058871,0.038783,0.02843,0.4174
20.667,82.293,199440,194.92,286.03,23.692,893.78,637.31,504.09,8536.4,5.855,12545,4458.7,5.855,97856,110.37,0.88771,0.060095,0.060095,0.038486,0.029001,0.42754
20.833,82.232,199430,195.78,290.39,23.764,899.67,642.51,511.65,8523.1,5.8717,12491,4430.4,5.8717,97836,111.36,0.88626,0.061335,0.061335,0.03819,0.029579,0.43785
21,82.165,199420,196.6,294.73,23.83,905.38,647.62,519.26,8509.9,5.8895,12437,4401.9,5.8895,97817,112.34,0.88476,0.062594,0.062594,0.037898,0.030164,0.44835
21.167,82.093,199420,197.38,299.05,23.888,910.9,652.65,526.89,8496.8,5.9085,12383,4373.4,5.9085,97798,113.31,0.88321,0.063872,0.063872,0.037607,0.030756,0.45904
21.333,82.015,199410,198.12,303.35,23.94,916.23,657.58,534.57,8484,5.9287,12328,4344.7,5.9287,97779,114.25,0.88161,0.065169,0.065169,0.037318,0.031355,0.46993
21.5,81.931,199400,198.83,307.62,23.986,921.38,662.42,542.27,8471.3,5.9501,12273,4316,5.9501,97760,115.18,0.87997,0.066485,0.066485,0.037032,0.031961,0.48101
